id,docking_score
51359511,-15.1297
51359457,-14.6375
53300396,-14.006
53300408,-13.7613
53300390,-13.7207
45280965,-13.7155
53300406,-13.6813
44202151,-13.6663
44263783,-13.6653
53300371,-13.5228
53299670,-13.259
44202139,-13.2496
45280964,-13.2304
44263794,-13.1962
51359494,-13.1195
53300437,-13.0814
51359509,-13.042
44601928,-13.0182
53300401,-12.9147
51359456,-12.8903
53300417,-12.8875
53300391,-12.8511
53300418,-12.8351
53300369,-12.8234
53300386,-12.7901
53300420,-12.7623
45280955,-12.7364
51359508,-12.7324
44202142,-12.7044
45280957,-12.686
53300397,-12.6752
53300400,-12.6661
53300423,-12.6418
53300430,-12.6413
51359503,-12.6138
53300387,-12.6082
51359477,-12.5906
53299698,-12.5585
44202152,-12.544
53300388,-12.4974
45280960,-12.4936
45280951,-12.4911
51359485,-12.4808
44201852,-12.4274
45280966,-12.4186
44263784,-12.4155
45280963,-12.4109
51359483,-12.3811
51359495,-12.3657
53300403,-12.3652
44202137,-12.3639
51359452,-12.3459
53300421,-12.3194
44601915,-12.3118
45479788,-12.3087
53300375,-12.3077
53300431,-12.2841
51359484,-12.2676
53300411,-12.2417
53300376,-12.2309
51359504,-12.228
44202155,-12.2219
51359510,-12.2139
51359500,-12.2118
53300409,-12.19
44201446,-12.1599
45280946,-12.1549
53300366,-12.105
51359476,-12.0912
53300414,-12.0784
44263795,-12.0747
51359497,-12.0661
45280945,-12.0499
51359492,-12.0473
44601917,-12.0437
44202157,-12.0405
51359478,-12.0392
53300410,-12.0388
53300426,-12.0304
44202143,-12.0234
53300392,-12.0207
53300370,-12.0184
44263791,-12.0183
53299671,-12.0175
53300395,-12.0029
45280956,-12.0021
44202134,-11.9898
53300422,-11.9891
51360163,-11.9875
44201815,-11.983
53299665,-11.963
53299672,-11.9595
44202133,-11.9577
51359493,-11.9301
5468181,-11.9275
53300419,-11.924
53300393,-11.9009
53300389,-11.8952
44601679,-11.8682
51359491,-11.8607
44202149,-11.8089
53300374,-11.8065
44601804,-11.8048
51359486,-11.8038
46902349,-11.7977
53300385,-11.796
53300445,-11.7906
44263646,-11.7863
53300394,-11.7701
53300416,-11.7654
44202039,-11.7501
44202160,-11.7459
53300412,-11.7424
53300337,-11.7361
53300303,-11.7308
44601680,-11.7195
44201924,-11.7135
53300444,-11.71
427839,-11.6983
51359507,-11.6901
44201549,-11.6638
44201933,-11.6552
123814,-11.6552
51359460,-11.6517
53300339,-11.6317
44201934,-11.5909
CP000197321401,-11.569
136026612,-11.5511
51359501,-11.5416
53300443,-11.5366
44601794,-11.508
3794430,-11.5037
45479818,-11.4621
53300415,-11.4531
15989433,-11.441
44202168,-11.4241
9651810,-11.4186
16033147,-11.389
44201428,-11.3839
44201947,-11.3618
44601939,-11.344
53300432,-11.3405
45479770,-11.3052
53300300,-11.3043
51359502,-11.288
CP000195180559,-11.2759
16033113,-11.2742
44263650,-11.2524
15989415,-11.24
46904291,-11.2318
44601685,-11.2305
15989135,-11.2285
44263655,-11.218
51359471,-11.2177
44201915,-11.2147
45280949,-11.1718
44263785,-11.1696
2768885,-11.1692
51359330,-11.1657
44246581,-11.1451
15989312,-11.1427
44202135,-11.1231
53301807,-11.1213
44201496,-11.1187
46902795,-11.1178
44201493,-11.1164
46902319,-11.1144
49795482,-11.1136
53300301,-11.1079
4451959,-11.1065
44263645,-11.0964
53300442,-11.0925
44201932,-11.0906
44263786,-11.0839
391189,-11.0626
44601803,-11.0586
53300434,-11.0551
136026607,-11.0547
45280969,-11.0521
44263678,-11.042
44202023,-11.04
53299467,-11.038
44201945,-11.0376
46904003,-11.0343
46902347,-11.0289
45479778,-11.0204
53300428,-11.0177
45281140,-11.0117
44201896,-11.0069
53300384,-11.0067
51359488,-10.9982
49790027,-10.9866
44601678,-10.9838
16033216,-10.9797
44503136,-10.9712
46904292,-10.9586
53299430,-10.9573
16028588,-10.9563
46903665,-10.9494
44201834,-10.9475
44601858,-10.9346
16028743,-10.9236
44601810,-10.9161
44201409,-10.9095
44601674,-10.9068
2903541,-10.8948
16019739,-10.889
44601920,-10.8882
44246542,-10.8871
15989392,-10.8814
44201457,-10.8616
16034514,-10.8602
45281137,-10.8492
664511,-10.8457
16025928,-10.8335
45281116,-10.8272
44602137,-10.8271
16019864,-10.8251
51359482,-10.8189
44143148,-10.81
44202158,-10.8096
46903664,-10.8061
51358914,-10.8008
44202616,-10.8006
15989430,-10.8006
44602124,-10.7968
44263781,-10.7955
44201816,-10.7874
46902350,-10.7805
51359473,-10.7785
4167184,-10.7655
46904147,-10.7639
16033795,-10.7631
44263661,-10.7609
44246659,-10.7584
51359466,-10.75
53301804,-10.7463
16033797,-10.741
53299706,-10.7392
44601677,-10.736
20881081,-10.7352
46903662,-10.7339
44263651,-10.7326
51359461,-10.7319
44201447,-10.7312
46902321,-10.7192
16332759,-10.7161
45280940,-10.7002
51360488,-10.6907
16008550,-10.6839
51359459,-10.6835
16019706,-10.6821
51361383,-10.6779
51360434,-10.6767
45281131,-10.6645
15989409,-10.6594
16011927,-10.6582
16012136,-10.6575
44601929,-10.6542
44263787,-10.6541
44202141,-10.6531
51361388,-10.649
44601590,-10.6465
44201673,-10.6395
44201684,-10.6382
51359406,-10.6371
44246579,-10.6339
16019708,-10.6327
44201473,-10.6318
44201507,-10.6284
53300321,-10.6283
44143143,-10.6188
16019153,-10.617
53300380,-10.6069
135546959,-10.6044
51360200,-10.6034
53299716,-10.6022
44201525,-10.6007
53299668,-10.6004
16012237,-10.5979
46903657,-10.5959
53299667,-10.5931
51361647,-10.5774
51360399,-10.5773
51360398,-10.5713
46903748,-10.5699
44202169,-10.5625
23723374,-10.5622
9547726,-10.5602
53299714,-10.5588
44602141,-10.5586
44246658,-10.5564
135410389,-10.5529
51359479,-10.5529
53356606,-10.5506
44602138,-10.5487
16033149,-10.5439
51361160,-10.5433
44201778,-10.5385
16028772,-10.5385
51361623,-10.5353
51361651,-10.5349
45479780,-10.5337
44201761,-10.5323
53300311,-10.5316
46903717,-10.5289
51359468,-10.5226
15989388,-10.5223
51359487,-10.5219
53300413,-10.5215
51359474,-10.5193
46903658,-10.5113
44601593,-10.5113
53299679,-10.5097
44601811,-10.5079
53300078,-10.5075
45281146,-10.5066
44201442,-10.5041
44246656,-10.5012
16245312,-10.4967
45281138,-10.4959
15989417,-10.4947
53356604,-10.4919
46903983,-10.4837
16019901,-10.4743
44602140,-10.4718
51361369,-10.4677
44601703,-10.4638
16193615,-10.4629
16020214,-10.4622
16025644,-10.4556
51361590,-10.454
100146,-10.448
53300313,-10.4456
16019737,-10.4425
